id,title,release_date,overview,genres,keywords,cast,directors,writers,spoken_languages,streaming_platforms,rating,vote_count,popularity,runtime,poster_url
1336770,Vaazha II,2026-04-02,"Four friends – Hashir, Alan, Ajin and Vinayak – are considered losers and troublemakers by parents, family and the school management. They face immense social pressure as they reach adulthood, embarking them on an emotional journey of self discovery and acceptance, where they finally learn to take up their responsibilities and find success.","['Comedy', 'Drama']",[],"['Hashir', 'Alan Bin Siraj', 'Ajin Joy', 'Vinayak V', 'Alphonse Puthren']",['Savin Sa'],['Vipin Das'],['Malayalam'],[],7.143,7,29.8674,162,https://image.tmdb.org/t/p/w500/1yLZ7kExd0UGGbaZW4LxmYD4OIf.jpg
1469458,Sambhavam Adhyayam Onnu,2026-03-06,"Three Kerala Police officers venture into a mysterious forest on the Kerala-Tamil Nadu border to find a missing officer. They encounter strange time-related phenomena, uncovering the hidden secrets of Velloorkkatt forest.","['Fantasy', 'Thriller', 'Drama']","['time loop', 'trapped soul', 'haunted forest']","['Askar Ali', 'Vineeth Kumar', 'Sidharth Bharathan', 'Assim Jamal', 'Senthil Krishna Rajamani']",['Jithu Satheesan Mangalathu'],['Jithu Satheesan Mangalathu'],"['Malayalam', 'Tamil']",['JioHotstar'],5.8,5,9.0066,127,https://image.tmdb.org/t/p/w500/tBNSo4T0R8UztkkpjYkzXI4bFAT.jpg
1510767,Athiradi,2026-05-14,"Energetic student Samkutty revives a banned college festival, igniting a fierce rivalry that transforms celebration into chaos.","['Comedy', 'Drama']","['college', 'campus life', 'college campus']","['Basil Joseph', 'Tovino Thomas', 'Vineeth Sreenivasan', 'Riya Shibu', 'Darshana Rajendran']",['Arun Anirudhan'],"['Arun Anirudhan', 'Paulson Skaria']",['Malayalam'],[],6.4,4,6.1242,156,https://image.tmdb.org/t/p/w500/AgghZr1txyNREiK0WQi3bePW1ax.jpg
1290703,Oru Durooha Saahacharyathil,2026-04-15,Humble health care worker Sethu lives a quiet life caring for his sick brother — until a mysterious armed fugitive seeks refuge in his home.,"['Comedy', 'Thriller']",[],"['Kunchacko Boban', 'Dileesh Pothan', 'Sajin Gopu', 'Chidambaram', 'Jaffer Idukki']",['Ratheesh Balakrishnan Poduval'],['Ratheesh Balakrishnan Poduval'],['Malayalam'],['Netflix'],5.0,1,5.1058,135,https://image.tmdb.org/t/p/w500/m5QAeVHpqSedMEvIpbUle6aUn5q.jpg
1070170,Derby,2026-03-27,"A campus entertainer who follows a group of college students navigating friendship, rivalry, love, and ambition. What begins as carefree fun soon turns into intense competition as campus pride and personal egos come into play.","['Action', 'Comedy', 'Romance']",[],"['Adam Sabiq', 'Merlet Ann Thomas', 'Ameen', 'Johny Antony', 'Sagar Surya']",['Sajil Mampad'],['Zahuru Zuhara'],['Malayalam'],"['Amazon Prime Video', 'Amazon Prime Video with Ads']",1.0,1,5.6726,135,https://image.tmdb.org/t/p/w500/zaTTuhOJMTzlSRx7kvzVZevc2wQ.jpg
1189518,Vaazha,2024-08-15,"Four friends deemed 'losers' face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment.","['Comedy', 'Drama']",[],"['Siju Sunny', 'Joemon Jyothir', 'Saaf', 'Amith Mohan Rajeswari', 'Ajin Joy']",['Anand Menen'],['Vipin Das'],['Malayalam'],['JioHotstar'],6.62,25,6.5341,125,https://image.tmdb.org/t/p/w500/6SFL0Z5x4FQTNYoDCp6SbbyydQm.jpg
1186350,Marco,2024-12-20,"The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.","['Action', 'Crime', 'Thriller']","['toxic', 'revenge killing', 'family man', 'shocking', 'aggressive', 'blind man', 'action hero', 'perfumer', 'loss of brother', 'amused', 'enraged']","['Unni Mukundan', 'Siddique', 'Ishan Shoukath', 'Jagadish', 'Abhimanyu Thilakan']",['Haneef Adeni'],['Haneef Adeni'],"['Malayalam', 'English']","['Amazon Prime Video', 'JioHotstar', 'Sony Liv', 'aha', 'VI movies and tv', 'Amazon Prime Video with Ads']",6.5,114,4.0687,145,https://image.tmdb.org/t/p/w500/il3ao5gcF6fZNqo1o9o7lusmEyU.jpg
847742,Drishyam 3,2026-05-21,"To protect his family and their dark secret, Georgekutty faces an organized new threat. As walls close in and cracks widen, how much more is he willing to sacrifice ?","['Crime', 'Thriller', 'Drama']",[],"['Mohanlal', 'Meena', 'Siddique', 'Asha Sarath', 'Murali Gopy']",['Jeethu Joseph'],"['Jeethu Joseph', 'Jeethu Joseph']",['Malayalam'],[],0.0,0,3.6802,157,https://image.tmdb.org/t/p/w500/456FlpiU1iOBnaOxSd783QhZKWw.jpg
1576369,Bharathanatyam 2 Mohiniyattam,2026-04-10,"The family's journey to Sreekandapuram to settle the late Bharathan Nair's second wife and son takes a dark turn when an issue from his past resurfaces, leading to an unexpected crime. Forced into a desperate cover-up to protect their future, the family must navigate a treacherous path of secrecy and mounting pressure, determined to overcome any obstacle by any means necessary.","['Comedy', 'Thriller']","['dark comedy', 'family secrets', 'dark humor']","['Saiju Kurup', 'Kalaranjini', 'Swathi Das Prabhu', 'Sruthy Suresh', 'Baby Jean']",['Krishnadas Murali'],"['Krishnadas Murali', 'Vishnu R Pradeep']",['Malayalam'],['Netflix'],7.875,4,4.3857,145,https://image.tmdb.org/t/p/w500/lsg0IxNQCUxKqs63YjturEuY0qQ.jpg
927547,All We Imagine as Light,2024-09-21,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.","['Drama', 'Romance']","['nurse', 'roommates', 'meditative']","['Kani Kusruti', 'Divya Prabha', 'Chhaya Kadam', 'Hridhu Haroon', 'Azees Nedumangad']",['Payal Kapadia'],['Payal Kapadia'],"['German', 'Marathi', 'Malayalam', 'Hindi', 'English']",['VI movies and tv'],6.836,229,2.3264,118,https://image.tmdb.org/t/p/w500/ruImrzB4POsrgwCMozmOBV67zs5.jpg
969618,Udal,2022-05-20,"A woman, looking after her ailing mother-in-law is at breaking point. What happens when she can't take any more?","['Drama', 'Thriller']",[],"['Indrans', 'Durga Krishna', 'Dhyan Sreenivasan', 'Jude Anthany Joseph', 'Anjana Appukuttan']",['Ratheesh Reghunandan'],['Ratheesh Reghunandan'],['Malayalam'],"['Amazon Prime Video', 'Amazon Prime Video with Ads']",5.2,5,2.9614,122,https://image.tmdb.org/t/p/w500/lwUjrdFpHU8mWdYqZbjc24uHpv.jpg
1300501,Patriot,2026-05-01,"When a Malayali DRW analyst tries to expose a corrupt regional politician from Kerala and his malpractices regarding spyware, he goes on the run, becomes a vlogger, and must clear his name of the false allegations levelled against him.","['Action', 'Drama', 'Thriller']","['spy', 'politician', 'secret agent', 'covert operation', 'commando', 'patriot', 'corrupt politician', 'military', 'political thriller', 'cyber terrorism', '2010s', 'youtuber', 'spyware', 'patriotic']","['Mammootty', 'Mohanlal', 'Fahadh Faasil', 'Kunchacko Boban', 'Nayanthara']",['Mahesh Narayanan'],['Mahesh Narayanan'],"['Malayalam', 'Tamil']",[],7.5,6,2.5941,177,https://image.tmdb.org/t/p/w500/5LHrtudEt6Mh6VlfGHoYqqjVOHV.jpg
978442,Holy Wound,2022-06-01,"Set in the backwaters of Kerala, the story is about the life, memories and desires of a 25-year-old girl Kala, who finds her livelihood by fishing in the lake. She is continuously exploited physically and mentally by her cruel husband, and she longs for love from a sensitive soul. She searches for Sherin, who was Kala’s teenage friend, and the one with whom Kala shared a very intimate physical relationship. Now Sherin has become a Nun and has renounced all desires. Can Kala make her turn around?","['Romance', 'Drama']",[],"['Janaki Sudheer', 'Sabu Praudeen', 'Amrita']",['Ashok R Nath'],['Paul Wiclif'],['Malayalam'],[],3.3,3,2.0612,94,https://image.tmdb.org/t/p/w500/pE6ssvIKeqs8FQLddB1tMvX1pym.jpg
804309,Bheeshma Parvam,2022-03-03,"Set in the backdrop of 1980s, Micheal helms his influential family in Kochi, inspiring fear and respect through his unnerving past. When a few younger members in the household feel his power over their lives too are aggravating, they join hands with foes to clamp down on him. And the story follows what’s in store for them.","['Thriller', 'Drama']",[],"['Mammootty', 'Soubin Shahir', 'Sreenath Bhasi', 'Shine Tom Chacko', 'Nadhiya']",['Amal Neerad'],"['Amal Neerad', 'Devadath Shaji']","['Hindi', 'Malayalam']",[],6.845,29,2.5877,144,https://image.tmdb.org/t/p/w500/7vtSFcwagN0O5psdS69xPRaLYkS.jpg
912378,Dridam,2026-05-08,"A police officer arrives at a seemingly peaceful station but faces pressure when human remains are discovered. Given only a week to solve the murder, he must navigate demands from his department and an anxious public seeking swift justice.","['Crime', 'Thriller']",['investigation'],"['Shane Nigam', 'Krishna Prabha', 'Shobi Thilakan', 'Nandan Unni', 'Kottayam Ramesh']",['Martin Joseph'],"['Linto Devasia', 'Jomon John']",['Malayalam'],[],0.0,0,2.1363,126,https://image.tmdb.org/t/p/w500/fXSdAujfiRRW6LqekN4FvFQidh3.jpg
1166133,Bramayugam,2024-02-15,"A folk singer in 17th-century Kerala discovers a mansion. Inside, he encounters an enigmatic cook and a powerful master, setting in motion a chain of events that changes his life.","['Horror', 'Thriller', 'Drama']","['black magic', 'sorcerer', 'black and white', 'witchcraft', 'dark fantasy', 'old mansion', 'folk horror', 'folktale', 'haunted mansion', 'supernatural horror', 'experimental', 'arthouse horror', 'arthouse', 'fantasy folk']","['Arjun Ashokan', 'Mammootty', 'Sidharth Bharathan', 'Manikandan Achari', 'Amalda Liz']",['Rahul Sadasivan'],['Rahul Sadasivan'],['Malayalam'],"['Sony Liv', 'VI movies and tv']",7.642,81,2.4881,139,https://image.tmdb.org/t/p/w500/snQLwRrfQAl5YFKVefZq9Lbscki.jpg
959894,Pallichattambi,2026-04-15,"Small-town schemer Chattambi survives by staying ahead of his neighbors through risky plans. When his plans backfire, he has to depend on extricating himself from the mess he created.","['Action', 'Drama']",[],"['Tovino Thomas', 'Kayadu Lohar', 'Vijayaraghavan', 'Sudheer Karamana', 'T G Ravi']",['Dijo Jose Antony'],['Suresh Babu'],['Malayalam'],[],6.0,1,2.5751,128,https://image.tmdb.org/t/p/w500/1KsdEUHLFe67zOcly9RInz4uaN7.jpg
1404380,Saptha Kandam,2024-12-06,"In a remote resort, newlyweds Apsara and her husband, Laalu, face a dangerous bet with the wealthy moneylender, Madhavan, who seeks to claim Apsara. Over the course of seven days, Madhavan attempts to seduce her through discussions of an ancient book on lust. Meanwhile, Apsara, determined to remain faithful, battles his advances. The outcome of the bet hinges on her ability to resist his manipulation and maintain her resolve.","['Drama', 'Romance']",[],['Sreelakshmi Aravindakshan'],['Prasanth Sasi'],[],['Malayalam'],[],0.0,0,2.0109,95,https://image.tmdb.org/t/p/w500/1i35IfvW8bdoOuBF7GWkXBDEFI4.jpg
1516501,Prathichaya,2026-03-23,"After Kerala’s Chief Minister dies in a scandal engineered by a ruthless media tycoon, his son a brilliant tech entrepreneur enters the blood-soaked arena of politics to expose the conspiracy, vindicate his father, and turn technology against those who weaponized it","['Thriller', 'Drama']","['political', 'political drama']","['Nivin Pauly', 'Sharafudheen', 'Neethu Krishna', 'Balachandra Menon', 'Harisree Ashokan']",['B. Unnikrishnan'],['B. Unnikrishnan'],['Malayalam'],['JioHotstar'],4.0,2,2.2451,157,https://image.tmdb.org/t/p/w500/4VD2H8ZwFDORWCaYS5TbhMVPdAv.jpg
627336,L2: Empuraan,2025-03-27,"Five years after becoming Chief Minister of Kerala, Jathin Ramdas' move to align with communal forces led by Balraj 'Baba' Bajrangi, triggers Stephen Nedumpally aka Khureshi Ab'raam to return with his Man Friday Zayed Masood to save his home state and settle scores.","['Action', 'Crime', 'Thriller']","['controversy', 'cynical', 'kerala', 'admiring', 'enthusiastic', 'optimistic', '2002 gujarat riots']","['Mohanlal', 'Prithviraj Sukumaran', 'Manju Warrier', 'Tovino Thomas', 'Abhimanyu Singh']",['Prithviraj Sukumaran'],['Murali Gopy'],"['Hindi', 'French', 'English', 'Malayalam']",['JioHotstar'],6.2,27,1.7764,179,https://image.tmdb.org/t/p/w500/dfaZipN3Aw5BK85nEvfr2FNg4EW.jpg
1290190,Lokah Chapter 1: Chandra,2025-08-28,"The story follows Chandra, a mysterious, goth-influenced woman who has just moved to Bangalore and begins working night shifts at a café. Across the road from her apartment live Sunny and Venu, two aimless bachelors. Sunny becomes infatuated with Chandra, observing her odd routines, strange visitors, and reclusive nature. Their dynamic changes when Sunny gets a glimpse of Chandra in her act.","['Action', 'Adventure', 'Fantasy']","['female superhero', 'vampiress (female vampire)', 'supernatural ability', 'wayfarer cinematic universe (wcu)']","['Kalyani Priyadarshan', 'Naslen K. Gafoor', 'Sandy', 'Chandu Salimkumar', 'Arun Kurian']",['Dominic Arun'],"['Dominic Arun', 'Santhy Balachandran', 'Dominic Arun']","['Bengali', 'Hindi', 'Kannada', 'Malayalam', 'Tamil']",['JioHotstar'],7.3,50,2.4219,151,https://image.tmdb.org/t/p/w500/nRn6is4m5sikO1rSoCoRT2rYtXB.jpg
653221,Hridayam,2022-01-21,"Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.","['Romance', 'Drama']",[],"['Pranav Mohanlal', 'Darshana Rajendran', 'Kalyani Priyadarshan', 'Aswath Lal', 'Vijayaraghavan']",['Vineeth Sreenivasan'],['Vineeth Sreenivasan'],"['Malayalam', 'Tamil']",['JioHotstar'],7.1,56,1.9403,172,https://image.tmdb.org/t/p/w500/rMNzpbruCuBmYPWhaNLrKOlNKcu.jpg
1290954,Rekhachithram,2025-01-09,"Having recently served a suspension for gambling online while on duty, Circle Inspector Vivek Gopinath rejoins the police force and is looking to reclaim his lost honour. Awaiting him is a 40-year-old, unresolved murder mystery with a faceless victim.","['Mystery', 'Thriller', 'Crime']","['cold case', 'fictionalized history']","['Asif Ali', 'Anaswara Rajan', 'Manoj K Jayan', 'Zarin Shihab', 'Bhama Arun']",['Jofin T. Chacko'],"['Ramu Sunil', 'John Manthrickal']",['Malayalam'],"['Sony Liv', 'aha', 'VI movies and tv']",6.8,35,2.1223,139,https://image.tmdb.org/t/p/w500/ulIAyiSVQZL1Ov6K2Tjf6wPlzFi.jpg
1260210,Aadu 3,2026-03-19,Shaji Pappan and Co. opens a Pandora's box of reincarnations and multiple timelines  leading to comic chaos of epic proportions.,"['Comedy', 'Fantasy']","['chaos', 'reincarnation', 'comedy', 'timelines', 'shaji pappan']","['Jayasurya', 'Vinayakan', 'Sunny Wayne', 'Saiju Kurup', 'Vijay Babu']",['Midhun Manuel Thomas'],['Midhun Manuel Thomas'],['Malayalam'],['Zee5'],5.7,3,2.0851,162,https://image.tmdb.org/t/p/w500/3yqreNY1f4iOXX0vBAqY64ZvxiV.jpg
1427822,Valathu Vashathe Kallan,2026-01-30,A police officer being investigated for his role in a woman’s death rushes to save his son from her vengeful father.,"['Crime', 'Thriller', 'Drama']",[],"['Biju Menon', 'Joju George', 'Lenaa', 'Shaju Sreedhar', 'K R  Gokul']",['Jeethu Joseph'],['Dinu Thomas Eelan'],['Malayalam'],"['Amazon Prime Video', 'Lionsgate Play', 'Lionsgate Play Apple TV Channel', 'Lionsgate Play Amazon Channel', 'ManoramaMAX Amazon Channel', 'Amazon Prime Video with Ads']",4.0,4,2.1422,135,https://image.tmdb.org/t/p/w500/ko4cEKcBHcCNbGok2YxnlD4u16N.jpg
1473354,Sarvam Maya,2025-12-25,A man who loses his belief in God meets the spirit of a young woman unable to remember what happened to her.,"['Comedy', 'Family']",[],"['Nivin Pauly', 'Riya Shibu', 'Preity Mukhundhan', 'Aju Varghese', 'Janardhanan']",['Akhil Sathyan'],['Akhil Sathyan'],['Malayalam'],['JioHotstar'],7.705,22,2.2894,147,https://image.tmdb.org/t/p/w500/ri3Lpt8OkvixST0EIsBDZJmB5l.jpg
569109,Pathinettam Padi,2019-07-05,"Students of two schools in Thiruvananthapuram that cater to different economical classes are in a tussle. While one set struggles for survival, the other is busy finding joy in drugs. The two groups keep finding reasons to mess with each other. Will they find the purpose of their lives amid the chaos?",['Action'],[],"['Mammootty', 'Unni Mukundan', 'Arya', 'Suraj Venjaramoodu', 'Ahaana Krishna']",['Shankar Ramakrishnan'],"['Shankar Ramakrishnan', 'Shankar Ramakrishnan']",['Malayalam'],"['Amazon Prime Video', 'Amazon Prime Video with Ads']",5.3,24,1.6763,159,https://image.tmdb.org/t/p/w500/g1nM5OseZbexzd8VJIiuOxEARHg.jpg
1254590,Kalamkaval,2025-12-05,"Early 2010s. A routine Kerala Police inquiry in the quiet village of Kottayikonam takes an unexpected turn when a trail of seemingly minor clues unravels into a string of disturbing cases. The investigation soon crosses into Tamil Nadu, revealing unsolved mysteries that have lingered for years.","['Crime', 'Drama']",[],"['Vinayakan', 'Mammootty', 'Rajisha Vijayan', 'Shruti Ramachandran', 'Kunchan']",['Jithin K Jose'],"['Jithin K Jose', 'Jishnu Sreekumar', 'Jithin K Jose', 'Jishnu Sreekumar']",['Malayalam'],['Sony Liv'],6.289,19,1.7013,144,https://image.tmdb.org/t/p/w500/5vdogNH72GrriiZ45H8U7CPWGfO.jpg
1070186,Eko,2025-11-21,"In the misty hills of Kaattukunnu, an aging woman and her servant boy struggle to survive the ghosts of the past, as the hunt for Kuriachan — a legendary dog breeder and outlaw — blurs the line between myth, memory, and vengeance, revealing that even in absence, he still rules the hills.","['Drama', 'Mystery']","['karnataka', 'légende', 'montagnes', 'région kerala']","['Sandeep Pradeep', 'Saurabh Sachdeva', 'Vineeth Radhakrishnan', 'Binu Pappu', 'Narain']",['Dinjith Ayyathan'],"['Bahul Ramesh', 'Bahul Ramesh']",['Malayalam'],['Netflix'],7.3,25,1.6262,127,https://image.tmdb.org/t/p/w500/tXdFEmtqLm8tewIErDJgnbTS9qs.jpg
869227,Super Sharanya,2022-01-07,"Sharanya, an ordinary small-town girl from Pallakad, who moves to Thrissur for higher studies, finds herself changing as she meets Deepu.","['Comedy', 'Romance']",['coming of age'],"['Anaswara Rajan', 'Mamitha Baiju', 'Arjun Ashokan', 'Antony Varghese', 'Sajin Cherukayil']",['Girish A. D.'],['Girish A. D.'],['Malayalam'],['Zee5'],6.7,20,1.2624,146,https://image.tmdb.org/t/p/w500/zmiKmYLaCpWhCzMnfMBEYfPsNcL.jpg
441182,Godha,2017-05-19,"A washed-up wrestler's life changes when he brings a passionate female wrestler from Punjab to his conservative Kerala village, sparking a comedic yet inspiring revolution in the local wrestling pits.","['Comedy', 'Drama']","['sports', 'wrestling', 'wrestler', 'training', 'women wrestler']","['Wamiqa Gabbi', 'Tovino Thomas', 'Renji Panicker', 'Aju Varghese', 'Hareesh Peradi']",['Basil Joseph'],['Rakesh Mantodi'],"['English', 'Hindi', 'Malayalam', 'Punjabi', 'Tamil']","['ManoramaMax', 'VI movies and tv', 'ManoramaMAX Amazon Channel']",7.0,30,1.5284,120,https://image.tmdb.org/t/p/w500/gzacK6MbJQAzwEFQPKPWmXngNnE.jpg
661318,Maarjaara Oru Kalluvacha Nuna,2020-01-03,"Due to an unfortunate event, Shanthanu leaves home and resides in the outskirts of the city named Ashramam Veedu. During the stay period, there is a twist of fate in Shanthanu's life as he encounters a chain of mysterious events","['Crime', 'Thriller', 'Mystery']",[],"['Jason Chacko', 'Renu Soundar', 'Abhirami', 'Hareesh Peradi', 'Sudheer Karamana']",['Raakesh Baala'],['Raakesh Baala'],"['Malayalam', 'Sanskrit']",[],4.6,5,1.4983,142,https://image.tmdb.org/t/p/w500/aJlT4T8B4CbdggPy154T3TKdC3u.jpg
1196995,Bha. Bha. Ba.,2025-12-18,"After the Chief Minister of Kerala is kidnapped, a determined investigator is brought in to track down the mysterious abductor, uncovering hidden motives and secrets behind the crime.","['Comedy', 'Action']",[],"['Dileep', 'Vineeth Sreenivasan', 'Dhyan Sreenivasan', 'Mohanlal', 'Sandy']",['Dhananjay Shankar'],"['Fahim Safar', 'Noorin Shereef']",['Malayalam'],['Zee5'],3.75,4,1.6843,150,https://image.tmdb.org/t/p/w500/fMDt3o7CVXDc84WIbOskya8XkSN.jpg
864772,Vilaayath Budha,2025-11-21,"In the secluded hills of Marayur, a region steeped in the scent and lore of sandalwood, Vilayath Buddha unfolds as a potent character drama anchored in pride, memory, and resistance.","['Action', 'Drama', 'Crime']",[],"['Prithviraj Sukumaran', 'Shammi Thilakan', 'Priyamvada Krishna', 'Anu Mohan', 'Teejay']",['Jayan Nambiar'],"['G.R. Indugopan', 'Rajesh Pinnadan']",['Malayalam'],[],0.0,0,1.3776,176,https://image.tmdb.org/t/p/w500/nNzsQs6XbPucfpAQpatWOl4aiFb.jpg
1561144,Madhuvidhu,2026-04-23,"When Amrutharaj, a groom from an all-male household repeatedly rejected by brides' families, falls in love with Sneha Marcose, their journey toward marriage ignites a chain of hilarious chaos inside his unruly home.","['Family', 'Comedy', 'Drama']",[],"['Sharafudheen', 'Kalyani Panicker', 'Vijitha Vijayakumar', 'Sreejaya Nair', 'Vineeth Thattil David']",['Vishnu Aravind'],"['Bibin Mohan', 'Jay Vishnu']",['Malayalam'],[],7.0,1,1.4616,125,https://image.tmdb.org/t/p/w500/jVSnpXklfxi3FchGqweRMvrC8Gd.jpg
1069945,Manjummel Boys,2024-02-22,"A carefree vacation turns into a desperate race against time when a group of lifelong friends must unite to save one of their own from a notoriously perilous, uncharted abyss deep within the Guna Caves.","['Adventure', 'Thriller', 'Drama']","['affectation', 'bold', 'hopeful', 'joyful']","['Soubin Shahir', 'Sreenath Bhasi', 'Balu Varghese', 'Ganapathi S. Poduval', 'Lal Jr.']",['Chidambaram'],['Chidambaram'],"['Malayalam', 'Tamil']",['JioHotstar'],7.8,80,1.3936,135,https://image.tmdb.org/t/p/w500/bswrtewwthpsh6nABiqKevU4UBI.jpg
1194788,Pani,2024-10-24,"When the peaceful married life of a couple is unexpectedly disrupted by two youngsters with criminal inclination, the trials and tribulations connect the mobster lives of Thrissur by becoming a part of vengeance.","['Action', 'Crime']",['revenge'],"['Joju George', 'Abhinaya', 'Chandini Sreedharan', 'Abhaya Hiranmayi', 'Sona Maria Abraham']",['Joju George'],['Joju George'],['Malayalam'],"['Sony Liv', 'VI movies and tv']",5.273,11,1.2996,141,https://image.tmdb.org/t/p/w500/1JQpkfOIrIXhTTbTmzryVX3GZZK.jpg
716330,Biriyaani,2021-03-26,"The movie chronicles the life of Khadeeja, a married muslim woman confined within the four walls of the household, forced to conceal her desires in the name of religious and societal norms. When fate brings her to an abandoned life, she chooses a different way of financially and sexually liberating herself- to be a sex worker; soon to realize that her soul is still dissatisfied. Finding a new way of hope, she decides to give back to the forces that pushed her to live an orphaned life of humiliation and misery.",['Drama'],[],"['Kani Kusruti', 'Shailaja Jala', 'Anil Nedumangad', 'Thonakkal Jayachandran', 'Mini I G']",['Sajin Baabu'],"['Sajin Baabu', 'Sajin Baabu']",['Malayalam'],[],6.4,11,1.0466,95,https://image.tmdb.org/t/p/w500/9AdKBT5pLaD1fUPOtCdCnITWSAD.jpg
472221,The Goat Life,2024-03-28,"Indian migrant worker Najeeb Muhammad goes to Saudi Arabia to earn money. However, in a twist of fate, he finds himself living a slave-like existence, herding goats in the middle of the desert.","['Drama', 'Adventure']","['based on novel or book', 'based on true story', 'missing person', 'migrant worker', 'goat life']","['Prithviraj Sukumaran', 'K R  Gokul', 'Jimmy Jean-Louis', 'Talib Al Balushi', 'Rik Aby']",['Blessy'],['Blessy'],"['English', 'Arabic', 'Hindi', 'Malayalam']",['Netflix'],7.221,61,1.8477,173,https://image.tmdb.org/t/p/w500/vwRkVhvJuAFz4i8udXMNkcJCztc.jpg
1314784,Hridayapoorvam,2025-08-28,"Sandeep, a middle-aged bachelor who recently got a heart transplant, travels to Pune to attend the engagement of his heart-donor’s daughter, Haritha. Her engagement gets broken and Sandeep injures his back on the same day, forcing him to stay back in Pune for a few weeks, in his heart-donor’s house – who was an adventurous Colonel.","['Romance', 'Comedy', 'Drama', 'Family']",['cheerful'],"['Mohanlal', 'Malavika Mohanan', 'Sangita', 'Sangeeth Prathap', 'Siddique']",['Sathyan Anthikad'],"['Akhil Sathyan', 'Sonu T P']",['Malayalam'],['JioHotstar'],7.333,12,1.4205,151,https://image.tmdb.org/t/p/w500/j6M2odS1RqGEUPKirIvB1VZ9i6Y.jpg
657644,Minnal Murali,2021-12-16,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,"['Action', 'Comedy', 'Fantasy']","['superhero', 'supervillain', 'weekend cinematic universe (wcu)']","['Tovino Thomas', 'Guru Somasundaram', 'Aju Varghese', 'Vasisht Umesh', 'Shelly Kishore']",['Basil Joseph'],"['Justin Mathew', 'Arun Anirudhan']","['English', 'Malayalam']",['Netflix'],7.148,334,1.0708,158,https://image.tmdb.org/t/p/w500/efetKFDyptrRpoHBb103Tg3Auw5.jpg
564701,Lucifer,2019-03-28,"In God's own country, the supreme leader of the ruling party dies, leaving a huge vacuum, not only in the electoral and leadership sphere of the party but also that of the state. In the inevitable succession squabble and the power struggle that ensues, the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem, emerge forces that are hitherto unheard of.","['Action', 'Drama', 'Thriller']",[],"['Mohanlal', 'Vivek Oberoi', 'Manju Warrier', 'Tovino Thomas', 'Indrajith Sukumaran']",['Prithviraj Sukumaran'],['Murali Gopy'],"['Hindi', 'Malayalam', 'Tamil']","['Amazon Prime Video', 'Sony Liv', 'Amazon Prime Video with Ads']",7.074,74,1.2403,174,https://image.tmdb.org/t/p/w500/fXgY2RCzoIJPhPDoyKRjaaqjIZs.jpg
1396869,Diés Iraé,2025-10-30,"Rohan's affluent lifestyle spirals out of control as he becomes convinced there is a supernatural entity in his home. As he starts to uncover the mystery, he is drawn into unexpected worlds and alliances, along with the horrors that lie ahead.","['Horror', 'Thriller']",[],"['Pranav Mohanlal', 'Gibin Gopinath', 'Swathi Das Prabhu', 'Manohari Joy', 'Arun Ajikumar']",['Rahul Sadasivan'],['Rahul Sadasivan'],['Malayalam'],['JioHotstar'],6.478,23,1.4787,115,https://image.tmdb.org/t/p/w500/123DlTiiezgLaJruVe7RiSi0RFf.jpg
997391,RDX: Robert Dony Xavier,2023-08-25,"Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.","['Action', 'Drama']",[],"['Shane Nigam', 'Antony Varghese', 'Neeraj Madhav', 'Lal', 'Babu Antony']",['Nahas Hidayath'],"['Adarsh Sukumaran', 'Shabas Rasheed', 'Nahas Hidayath']",['Malayalam'],['Netflix'],6.7,62,1.3834,150,https://image.tmdb.org/t/p/w500/y6QRQ0bHGt9Wc1BBTZsa1iB2PAm.jpg
659731,Varane Avashyamund,2020-02-07,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.","['Comedy', 'Family', 'Romance']","['malayalam', 'suresh gopi']","['Suresh Gopi', 'Shobana', 'Dulquer Salmaan', 'Kalyani Priyadarshan', 'Urvashi']",['Anoop Sathyan'],['Anoop Sathyan'],['Malayalam'],"['Sun Nxt', 'VI movies and tv']",6.7,37,1.1361,145,https://image.tmdb.org/t/p/w500/5e6CpxariObsOsAZWQsc9o8EXJH.jpg
